IStrain,R,Stress,TStrain,Time,X,dIStrain,dR,dX
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.01281,0.00006,0.00801,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.02562,0.00013,0.01601,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.03843,0.00019,0.02402,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.05124,0.00026,0.03203,0.00000,0.00000,0.00000,0.00001
0.00000,0.00000,0.06405,0.00032,0.04003,0.00000,0.00000,0.00000,0.00001
0.00000,0.00000,0.07686,0.00038,0.04804,0.00000,0.00000,0.00000,0.00002
0.00000,0.00000,0.08967,0.00045,0.05604,0.00000,0.00000,0.00000,0.00003
0.00000,0.00000,0.10248,0.00051,0.06405,0.00000,0.00000,0.00000,0.00004
0.00000,0.00000,0.11529,0.00058,0.07206,0.00000,0.00000,0.00000,0.00006
0.00000,0.00000,0.12810,0.00064,0.08006,0.00000,0.00000,0.00001,0.00008
0.00000,0.00000,0.14091,0.00070,0.08807,0.00000,0.00000,0.00001,0.00011
0.00000,0.00000,0.15372,0.00077,0.09608,0.00000,0.00000,0.00001,0.00015
0.00000,0.00000,0.16653,0.00083,0.10408,0.00000,0.00000,0.00001,0.00018
0.00000,0.00000,0.17934,0.00090,0.11209,0.00001,0.00000,0.00001,0.00023
0.00000,0.00000,0.19215,0.00096,0.12010,0.00001,0.00000,0.00002,0.00028
0.00000,0.00000,0.20496,0.00102,0.12810,0.00001,0.00000,0.00002,0.00034
0.00000,0.00000,0.21777,0.00109,0.13611,0.00001,0.00000,0.00002,0.00041
0.00000,0.00000,0.23058,0.00115,0.14412,0.00002,0.00000,0.00003,0.00049
0.00000,0.00000,0.24339,0.00122,0.15212,0.00002,0.00000,0.00003,0.00058
0.00000,0.00000,0.25620,0.00128,0.16013,0.00002,0.00000,0.00004,0.00067
0.00000,0.00000,0.26901,0.00135,0.16813,0.00003,0.00000,0.00005,0.00078
0.00000,0.00000,0.28182,0.00141,0.17614,0.00004,0.00000,0.00005,0.00089
0.00000,0.00000,0.29462,0.00147,0.18415,0.00004,0.00000,0.00006,0.00102
0.00000,0.00000,0.30743,0.00154,0.19215,0.00005,0.00000,0.00007,0.00116
0.00000,0.00000,0.32024,0.00160,0.20016,0.00006,0.00000,0.00008,0.00131
0.00000,0.00000,0.33305,0.00167,0.20817,0.00007,0.00000,0.00009,0.00147
0.00000,0.00000,0.34586,0.00173,0.21617,0.00008,0.00000,0.00010,0.00165
0.00000,0.00001,0.35866,0.00179,0.22418,0.00010,0.00000,0.00011,0.00184
0.00000,0.00001,0.37147,0.00186,0.23219,0.00011,0.00000,0.00012,0.00204
0.00000,0.00001,0.38427,0.00192,0.24019,0.00013,0.00000,0.00014,0.00225
0.00000,0.00001,0.39708,0.00199,0.24820,0.00015,0.00000,0.00015,0.00249
0.00000,0.00001,0.40989,0.00205,0.25620,0.00017,0.00000,0.00016,0.00273
0.00000,0.00001,0.42270,0.00211,0.26421,0.00019,0.00000,0.00018,0.00300
0.00000,0.00001,0.43551,0.00218,0.27222,0.00021,0.00000,0.00020,0.00328
0.00000,0.00001,0.44831,0.00224,0.28022,0.00024,0.00000,0.00021,0.00358
0.00000,0.00002,0.46112,0.00231,0.28823,0.00027,0.00000,0.00023,0.00389
0.00000,0.00002,0.47393,0.00237,0.29624,0.00030,0.00000,0.00025,0.00422
0.00000,0.00002,0.48674,0.00243,0.30424,0.00033,0.00000,0.00027,0.00457
0.00000,0.00002,0.49955,0.00250,0.31225,0.00037,0.00000,0.00030,0.00494
0.00000,0.00002,0.51235,0.00256,0.32026,0.00041,0.00000,0.00032,0.00533
0.00000,0.00003,0.52516,0.00263,0.32826,0.00045,0.00000,0.00034,0.00574
0.00000,0.00003,0.53797,0.00269,0.33627,0.00050,0.00000,0.00037,0.00617
0.00000,0.00003,0.55078,0.00275,0.34428,0.00055,0.00000,0.00040,0.00662
0.00000,0.00004,0.56359,0.00282,0.35228,0.00060,0.00000,0.00043,0.00709
0.00000,0.00004,0.57639,0.00288,0.36029,0.00066,0.00000,0.00046,0.00759
0.00000,0.00004,0.58920,0.00295,0.36829,0.00072,0.00000,0.00049,0.00810
0.00000,0.00005,0.60201,0.00301,0.37630,0.00078,0.00000,0.00052,0.00864
0.00000,0.00005,0.61481,0.00307,0.38431,0.00085,0.00000,0.00055,0.00920
0.00000,0.00006,0.62762,0.00314,0.39231,0.00093,0.00000,0.00059,0.00979
0.00000,0.00006,0.64043,0.00320,0.40032,0.00101,0.00000,0.00062,0.01040
0.00000,0.00007,0.65323,0.00327,0.40833,0.00109,0.00000,0.00066,0.01103
0.00000,0.00007,0.66604,0.00333,0.41633,0.00118,0.00000,0.00070,0.01169
0.00000,0.00008,0.67885,0.00339,0.42434,0.00127,0.00000,0.00074,0.01237
0.00000,0.00008,0.69165,0.00346,0.43235,0.00137,0.00000,0.00078,0.01308
0.00000,0.00009,0.70446,0.00352,0.44035,0.00148,0.00000,0.00083,0.01381
0.00000,0.00010,0.71726,0.00359,0.44836,0.00159,0.00000,0.00087,0.01458
0.00000,0.00010,0.73007,0.00365,0.45637,0.00171,0.00000,0.00092,0.01537
0.00000,0.00011,0.74287,0.00371,0.46437,0.00183,0.00000,0.00097,0.01618
0.00000,0.00012,0.75568,0.00378,0.47238,0.00196,0.00000,0.00102,0.01703
0.00000,0.00013,0.76848,0.00384,0.48038,0.00210,0.00000,0.00107,0.01790
0.00000,0.00013,0.78128,0.00391,0.48839,0.00224,0.00000,0.00113,0.01880
0.00000,0.00014,0.79409,0.00397,0.49640,0.00239,0.00000,0.00118,0.01973
0.00000,0.00015,0.80689,0.00404,0.50440,0.00255,0.00000,0.00124,0.02069
0.00000,0.00016,0.81969,0.00410,0.51241,0.00272,0.00000,0.00130,0.02168
0.00000,0.00017,0.83250,0.00416,0.52042,0.00289,0.00000,0.00136,0.02271
0.00000,0.00018,0.84530,0.00423,0.52842,0.00307,0.00000,0.00143,0.02376
0.00000,0.00020,0.85810,0.00429,0.53643,0.00326,0.00000,0.00149,0.02484
0.00000,0.00021,0.87090,0.00436,0.54444,0.00346,0.00001,0.00156,0.02595
0.00000,0.00022,0.88370,0.00442,0.55244,0.00367,0.00001,0.00163,0.02710
0.00000,0.00023,0.89651,0.00448,0.56045,0.00389,0.00001,0.00170,0.02828
0.00000,0.00025,0.90931,0.00455,0.56845,0.00412,0.00001,0.00177,0.02949
0.00000,0.00026,0.92211,0.00461,0.57646,0.00436,0.00001,0.00184,0.03074
0.00000,0.00028,0.93491,0.00468,0.58447,0.00460,0.00001,0.00192,0.03201
0.00000,0.00029,0.94771,0.00474,0.59247,0.00486,0.00001,0.00200,0.03333
0.00000,0.00031,0.96050,0.00480,0.60048,0.00513,0.00001,0.00208,0.03467
0.00000,0.00032,0.97330,0.00487,0.60849,0.00541,0.00001,0.00216,0.03605
0.00000,0.00034,0.98610,0.00493,0.61649,0.00570,0.00001,0.00225,0.03747
0.00000,0.00036,0.99890,0.00500,0.62450,0.00600,0.00001,0.00234,0.03892
0.00000,0.00038,1.01170,0.00506,0.63251,0.00631,0.00001,0.00242,0.04040
0.00000,0.00040,1.02449,0.00512,0.64051,0.00664,0.00001,0.00252,0.04192
0.00000,0.00042,1.03729,0.00519,0.64852,0.00697,0.00001,0.00261,0.04348
0.00000,0.00044,1.05008,0.00525,0.65653,0.00732,0.00001,0.00270,0.04507
0.00000,0.00046,1.06288,0.00532,0.66453,0.00768,0.00001,0.00280,0.04670
0.00000,0.00048,1.07567,0.00538,0.67254,0.00806,0.00001,0.00290,0.04837
0.00000,0.00051,1.08847,0.00544,0.68054,0.00845,0.00001,0.00300,0.05007
0.00000,0.00053,1.10126,0.00551,0.68855,0.00885,0.00001,0.00311,0.05181
0.00000,0.00056,1.11406,0.00557,0.69656,0.00927,0.00001,0.00322,0.05359
0.00000,0.00058,1.12685,0.00564,0.70456,0.00970,0.00001,0.00333,0.05541
0.00000,0.00061,1.13964,0.00570,0.71257,0.01014,0.00001,0.00344,0.05726
0.00000,0.00064,1.15243,0.00576,0.72058,0.01060,0.00001,0.00355,0.05916
0.00000,0.00066,1.16522,0.00583,0.72858,0.01108,0.00001,0.00367,0.06109
0.00000,0.00069,1.17801,0.00589,0.73659,0.01157,0.00001,0.00378,0.06306
0.00000,0.00072,1.19080,0.00596,0.74460,0.01207,0.00001,0.00391,0.06507
0.00000,0.00076,1.20359,0.00602,0.75260,0.01260,0.00001,0.00403,0.06712
0.00000,0.00079,1.21638,0.00608,0.76061,0.01314,0.00001,0.00415,0.06921
0.00000,0.00082,1.22917,0.00615,0.76861,0.01369,0.00001,0.00428,0.07133
0.00000,0.00086,1.24195,0.00621,0.77662,0.01427,0.00001,0.00441,0.07350
0.00000,0.00089,1.25474,0.00628,0.78463,0.01486,0.00002,0.00454,0.07571
0.00000,0.00093,1.26752,0.00634,0.79263,0.01546,0.00002,0.00468,0.07796
0.00000,0.00097,1.28031,0.00641,0.80064,0.01609,0.00002,0.00482,0.08024
0.00000,0.00100,1.29309,0.00647,0.80865,0.01674,0.00002,0.00496,0.08257
0.00000,0.00104,1.30588,0.00653,0.81665,0.01740,0.00002,0.00510,0.08494
0.00000,0.00109,1.31866,0.00660,0.82466,0.01808,0.00002,0.00524,0.08735
0.00000,0.00113,1.33144,0.00666,0.83267,0.01878,0.00002,0.00539,0.08980
0.00000,0.00117,1.34422,0.00673,0.84067,0.01950,0.00002,0.00554,0.09229
0.00000,0.00121,1.35700,0.00679,0.84868,0.02024,0.00002,0.00569,0.09482
0.00000,0.00126,1.36978,0.00685,0.85669,0.02101,0.00002,0.00585,0.09739
0.00000,0.00131,1.38256,0.00692,0.86469,0.02179,0.00002,0.00600,0.10001
0.00000,0.00136,1.39534,0.00698,0.87270,0.02259,0.00002,0.00616,0.10266
0.00000,0.00141,1.40811,0.00705,0.88070,0.02342,0.00002,0.00632,0.10536
0.00000,0.00146,1.42089,0.00711,0.88871,0.02426,0.00002,0.00649,0.10809
0.00001,0.00151,1.43366,0.00717,0.89672,0.02513,0.00002,0.00666,0.11087
0.00001,0.00156,1.44644,0.00724,0.90472,0.02602,0.00002,0.00683,0.11369
0.00001,0.00162,1.45921,0.00730,0.91273,0.02693,0.00002,0.00700,0.11655
0.00001,0.00167,1.47198,0.00737,0.92074,0.02787,0.00002,0.00717,0.11945
0.00001,0.00173,1.48476,0.00743,0.92874,0.02883,0.00002,0.00735,0.12240
0.00001,0.00179,1.49753,0.00749,0.93675,0.02981,0.00003,0.00753,0.12538
0.00001,0.00185,1.51030,0.00756,0.94476,0.03082,0.00003,0.00771,0.12841
0.00001,0.00191,1.52306,0.00762,0.95276,0.03185,0.00003,0.00789,0.13147
0.00001,0.00197,1.53583,0.00769,0.96077,0.03290,0.00003,0.00808,0.13458
0.00001,0.00204,1.54860,0.00775,0.96878,0.03398,0.00003,0.00827,0.13773
0.00001,0.00211,1.56136,0.00781,0.97678,0.03509,0.00003,0.00846,0.14092
0.00001,0.00217,1.57413,0.00788,0.98479,0.03622,0.00003,0.00866,0.14415
0.00001,0.00224,1.58689,0.00794,0.99279,0.03738,0.00003,0.00885,0.14742
0.00001,0.00231,1.59965,0.00801,1.00080,0.03856,0.00003,0.00905,0.15073
0.00001,0.00239,1.61242,0.00807,1.00881,0.03977,0.00003,0.00925,0.15408
0.00001,0.00246,1.62518,0.00813,1.01681,0.04101,0.00003,0.00946,0.15747
0.00001,0.00254,1.63793,0.00820,1.02482,0.04227,0.00003,0.00966,0.16091
0.00001,0.00261,1.65069,0.00826,1.03283,0.04356,0.00003,0.00987,0.16438
0.00001,0.00269,1.66345,0.00833,1.04083,0.04488,0.00003,0.01008,0.16789
0.00001,0.00277,1.67621,0.00839,1.04884,0.04623,0.00003,0.01030,0.17144
0.00001,0.00286,1.68896,0.00845,1.05685,0.04760,0.00004,0.01051,0.17503
0.00001,0.00294,1.70171,0.00852,1.06485,0.04901,0.00004,0.01073,0.17866
0.00001,0.00303,1.71447,0.00858,1.07286,0.05044,0.00004,0.01095,0.18233
0.00001,0.00312,1.72722,0.00865,1.08086,0.05191,0.00004,0.01117,0.18604
0.00001,0.00321,1.73997,0.00871,1.08887,0.05340,0.00004,0.01140,0.18979
0.00001,0.00330,1.75272,0.00878,1.09688,0.05492,0.00004,0.01163,0.19358
0.00001,0.00339,1.76546,0.00884,1.10488,0.05647,0.00004,0.01186,0.19740
0.00001,0.00349,1.77821,0.00890,1.11289,0.05806,0.00004,0.01209,0.20126
0.00001,0.00358,1.79096,0.00897,1.12090,0.05967,0.00004,0.01233,0.20516
0.00001,0.00368,1.80370,0.00903,1.12890,0.06132,0.00004,0.01256,0.20910
0.00001,0.00378,1.81644,0.00910,1.13691,0.06300,0.00004,0.01280,0.21308
0.00001,0.00388,1.82918,0.00916,1.14492,0.06471,0.00004,0.01304,0.21709
0.00001,0.00399,1.84192,0.00922,1.15292,0.06645,0.00004,0.01329,0.22114
0.00001,0.00410,1.85466,0.00929,1.16093,0.06822,0.00005,0.01353,0.22522
0.00001,0.00420,1.86740,0.00935,1.16894,0.07003,0.00005,0.01378,0.22934
0.00001,0.00432,1.88013,0.00942,1.17694,0.07187,0.00005,0.01403,0.23350
0.00001,0.00443,1.89287,0.00948,1.18495,0.07374,0.00005,0.01428,0.23769
0.00002,0.00454,1.90560,0.00954,1.19295,0.07565,0.00005,0.01454,0.24191
0.00002,0.00466,1.91834,0.00961,1.20096,0.07759,0.00005,0.01479,0.24617
0.00002,0.00478,1.93107,0.00967,1.20897,0.07956,0.00005,0.01505,0.25047
0.00002,0.00490,1.94380,0.00974,1.21697,0.08157,0.00005,0.01531,0.25479
0.00002,0.00502,1.95652,0.00980,1.22498,0.08362,0.00005,0.01558,0.25916
0.00002,0.00515,1.96925,0.00986,1.23299,0.08570,0.00005,0.01584,0.26355
0.00002,0.00527,1.98197,0.00993,1.24099,0.08781,0.00005,0.01611,0.26798
0.00002,0.00540,1.99470,0.00999,1.24900,0.08996,0.00005,0.01638,0.27244
0.00002,0.00553,2.00742,0.01006,1.25701,0.09214,0.00006,0.01665,0.27693
0.00002,0.00567,2.02014,0.01012,1.26501,0.09436,0.00006,0.01692,0.28145
0.00002,0.00580,2.03286,0.01018,1.27302,0.09662,0.00006,0.01719,0.28600
0.00002,0.00594,2.04558,0.01025,1.28102,0.09892,0.00006,0.01747,0.29059
0.00002,0.00608,2.05829,0.01031,1.28903,0.10125,0.00006,0.01775,0.29520
0.00002,0.00622,2.07101,0.01038,1.29704,0.10361,0.00006,0.01803,0.29984
0.00002,0.00637,2.08372,0.01044,1.30504,0.10602,0.00006,0.01831,0.30452
0.00002,0.00651,2.09643,0.01050,1.31305,0.10846,0.00006,0.01859,0.30922
0.00002,0.00666,2.10915,0.01057,1.32106,0.11094,0.00006,0.01888,0.31394
0.00002,0.00682,2.12185,0.01063,1.32906,0.11346,0.00006,0.01917,0.31870
0.00002,0.00697,2.13456,0.01070,1.33707,0.11601,0.00006,0.01945,0.32348
0.00002,0.00712,2.14717,0.01076,1.34508,0.11861,0.00007,0.01966,0.32694
0.00002,0.00728,2.15987,0.01082,1.35308,0.12124,0.00007,0.01996,0.33176
0.00002,0.00744,2.17257,0.01089,1.36109,0.12391,0.00007,0.02025,0.33660
0.00003,0.00761,2.18527,0.01095,1.36910,0.12662,0.00007,0.02054,0.34147
0.00003,0.00777,2.19797,0.01102,1.37710,0.12937,0.00007,0.02084,0.34636
0.00003,0.00794,2.21067,0.01108,1.38511,0.13216,0.00007,0.02113,0.35128
0.00003,0.00811,2.22337,0.01114,1.39311,0.13498,0.00007,0.02143,0.35622
0.00003,0.00828,2.23606,0.01121,1.40112,0.13785,0.00007,0.02173,0.36118
0.00003,0.00846,2.24875,0.01127,1.40913,0.14076,0.00007,0.02203,0.36616
0.00003,0.00863,2.26144,0.01134,1.41713,0.14371,0.00007,0.02234,0.37117
0.00003,0.00881,2.27413,0.01140,1.42514,0.14669,0.00008,0.02264,0.37620
0.00003,0.00900,2.28682,0.01147,1.43315,0.14972,0.00008,0.02295,0.38125
0.00003,0.00918,2.29951,0.01153,1.44115,0.15279,0.00008,0.02325,0.38632
0.00003,0.00937,2.31219,0.01159,1.44916,0.15590,0.00008,0.02356,0.39141
0.00003,0.00956,2.32488,0.01166,1.45717,0.15905,0.00008,0.02387,0.39652
0.00003,0.00975,2.33756,0.01172,1.46517,0.16224,0.00008,0.02418,0.40164
0.00003,0.00994,2.35024,0.01179,1.47318,0.16547,0.00008,0.02449,0.40679
0.00003,0.01014,2.36291,0.01185,1.48118,0.16875,0.00008,0.02480,0.41195
0.00003,0.01034,2.37559,0.01191,1.48919,0.17206,0.00008,0.02512,0.41713
0.00004,0.01054,2.38827,0.01198,1.49720,0.17542,0.00008,0.02543,0.42232
0.00004,0.01075,2.40094,0.01204,1.50520,0.17882,0.00009,0.02575,0.42753
0.00004,0.01096,2.41361,0.01211,1.51321,0.18226,0.00009,0.02606,0.43276
0.00004,0.01117,2.42628,0.01217,1.52122,0.18574,0.00009,0.02638,0.43800
0.00004,0.01138,2.43895,0.01223,1.52922,0.18927,0.00009,0.02670,0.44325
0.00004,0.01159,2.45161,0.01230,1.53723,0.19283,0.00009,0.02702,0.44852
0.00004,0.01181,2.46428,0.01236,1.54524,0.19644,0.00009,0.02734,0.45380
0.00004,0.01203,2.47694,0.01243,1.55324,0.20009,0.00009,0.02766,0.45909
0.00004,0.01225,2.48960,0.01249,1.56125,0.20379,0.00009,0.02798,0.46439
0.00004,0.01248,2.50226,0.01255,1.56926,0.20752,0.00009,0.02830,0.46971
0.00004,0.01270,2.51492,0.01262,1.57726,0.21130,0.00010,0.02863,0.47503
0.00004,0.01294,2.52757,0.01268,1.58527,0.21513,0.00010,0.02895,0.48037
0.00004,0.01317,2.54023,0.01275,1.59327,0.21899,0.00010,0.02927,0.48571
0.00004,0.01340,2.55288,0.01281,1.60128,0.22290,0.00010,0.02960,0.49107
0.00005,0.01364,2.56553,0.01287,1.60929,0.22685,0.00010,0.02992,0.49643
0.00005,0.01388,2.57818,0.01294,1.61729,0.23084,0.00010,0.03025,0.50180
0.00005,0.01413,2.59083,0.01300,1.62530,0.23488,0.00010,0.03058,0.50717
0.00005,0.01437,2.60347,0.01307,1.63331,0.23896,0.00010,0.03090,0.51255
0.00005,0.01462,2.61612,0.01313,1.64131,0.24308,0.00010,0.03123,0.51794
0.00005,0.01487,2.62876,0.01319,1.64932,0.24725,0.00011,0.03156,0.52333
0.00005,0.01513,2.64140,0.01326,1.65733,0.25146,0.00011,0.03189,0.52873
0.00005,0.01538,2.65404,0.01332,1.66533,0.25571,0.00011,0.03222,0.53413
0.00005,0.01564,2.66667,0.01339,1.67334,0.26001,0.00011,0.03254,0.53954
0.00005,0.01590,2.67931,0.01345,1.68135,0.26435,0.00011,0.03287,0.54494
0.00005,0.01617,2.69194,0.01351,1.68935,0.26873,0.00011,0.03320,0.55035
0.00005,0.01643,2.70457,0.01358,1.69736,0.27316,0.00011,0.03353,0.55577
0.00006,0.01670,2.71720,0.01364,1.70536,0.27763,0.00011,0.03386,0.56118
0.00006,0.01698,2.72983,0.01371,1.71337,0.28214,0.00011,0.03419,0.56659
0.00006,0.01725,2.74246,0.01377,1.72138,0.28670,0.00012,0.03452,0.57201
0.00006,0.01753,2.75508,0.01384,1.72938,0.29130,0.00012,0.03485,0.57742
0.00006,0.01781,2.76770,0.01390,1.73739,0.29595,0.00012,0.03518,0.58283
0.00006,0.01809,2.78032,0.01396,1.74540,0.30063,0.00012,0.03551,0.58824
0.00006,0.01838,2.79294,0.01403,1.75340,0.30537,0.00012,0.03584,0.59365
0.00006,0.01867,2.80556,0.01409,1.76141,0.31014,0.00012,0.03617,0.59906
0.00006,0.01896,2.81817,0.01416,1.76942,0.31496,0.00012,0.03650,0.60446
0.00006,0.01925,2.83079,0.01422,1.77742,0.31982,0.00012,0.03683,0.60986
0.00007,0.01955,2.84340,0.01428,1.78543,0.32472,0.00012,0.03716,0.61525
0.00007,0.01985,2.85601,0.01435,1.79343,0.32967,0.00012,0.03749,0.62064
0.00007,0.02015,2.86862,0.01441,1.80144,0.33466,0.00013,0.03782,0.62603
0.00007,0.02045,2.88123,0.01448,1.80945,0.33970,0.00013,0.03815,0.63141
0.00007,0.02076,2.89383,0.01454,1.81745,0.34477,0.00013,0.03848,0.63678
0.00007,0.02107,2.90643,0.01460,1.82546,0.34989,0.00013,0.03880,0.64215
0.00007,0.02138,2.91903,0.01467,1.83347,0.35506,0.00013,0.03913,0.64751
0.00007,0.02169,2.93163,0.01473,1.84147,0.36027,0.00013,0.03946,0.65286
0.00007,0.02201,2.94423,0.01480,1.84948,0.36552,0.00013,0.03979,0.65820
0.00007,0.02233,2.95683,0.01486,1.85749,0.37081,0.00013,0.04011,0.66353
0.00008,0.02265,2.96942,0.01492,1.86549,0.37614,0.00013,0.04044,0.66886
0.00008,0.02298,2.98202,0.01499,1.87350,0.38152,0.00014,0.04076,0.67417
0.00008,0.02331,2.99461,0.01505,1.88151,0.38694,0.00014,0.04109,0.67948
0.00008,0.02364,3.00720,0.01512,1.88951,0.39241,0.00014,0.04142,0.68478
0.00008,0.02397,3.01978,0.01518,1.89752,0.39791,0.00014,0.04174,0.69006
0.00008,0.02431,3.03237,0.01524,1.90552,0.40346,0.00014,0.04206,0.69533
0.00008,0.02464,3.04495,0.01531,1.91353,0.40905,0.00014,0.04239,0.70059
0.00008,0.02498,3.05753,0.01537,1.92154,0.41468,0.00014,0.04271,0.70584
0.00008,0.02533,3.07011,0.01544,1.92954,0.42036,0.00014,0.04303,0.71108
0.00009,0.02567,3.08269,0.01550,1.93755,0.42608,0.00014,0.04335,0.71630
0.00009,0.02602,3.09527,0.01556,1.94556,0.43183,0.00015,0.04367,0.72151
0.00009,0.02637,3.10785,0.01563,1.95356,0.43764,0.00015,0.04399,0.72670
0.00009,0.02673,3.12042,0.01569,1.96157,0.44348,0.00015,0.04431,0.73188
0.00009,0.02708,3.13299,0.01576,1.96958,0.44936,0.00015,0.04463,0.73705
0.00009,0.02744,3.14556,0.01582,1.97758,0.45529,0.00015,0.04494,0.74220
0.00009,0.02780,3.15813,0.01588,1.98559,0.46125,0.00015,0.04526,0.74734
0.00009,0.02817,3.17070,0.01595,1.99359,0.46726,0.00015,0.04558,0.75246
0.00010,0.02853,3.18326,0.01601,2.00160,0.47331,0.00015,0.04589,0.75756
0.00010,0.02890,3.19583,0.01608,2.00961,0.47940,0.00015,0.04621,0.76265
0.00010,0.02927,3.20839,0.01614,2.01761,0.48553,0.00016,0.04652,0.76772
0.00010,0.02965,3.22095,0.01620,2.02562,0.49171,0.00016,0.04683,0.77277
0.00010,0.03002,3.23351,0.01627,2.03363,0.49792,0.00016,0.04714,0.77780
0.00010,0.03040,3.24606,0.01633,2.04163,0.50417,0.00016,0.04745,0.78282
0.00010,0.03078,3.25862,0.01640,2.04964,0.51046,0.00016,0.04776,0.78782
0.00010,0.03117,3.27117,0.01646,2.05765,0.51680,0.00016,0.04807,0.79280
0.00011,0.03155,3.28372,0.01653,2.06565,0.52317,0.00016,0.04838,0.79776
0.00011,0.03194,3.29627,0.01659,2.07366,0.52958,0.00016,0.04868,0.80270
0.00011,0.03233,3.30882,0.01665,2.08167,0.53603,0.00016,0.04899,0.80763
0.00011,0.03273,3.32137,0.01672,2.08967,0.54253,0.00016,0.04929,0.81253
0.00011,0.03312,3.33391,0.01678,2.09768,0.54906,0.00017,0.04959,0.81741
0.00011,0.03352,3.34646,0.01685,2.10568,0.55563,0.00017,0.04989,0.82227
0.00011,0.03392,3.35900,0.01691,2.11369,0.56224,0.00017,0.05020,0.82711
0.00011,0.03433,3.37154,0.01697,2.12170,0.56889,0.00017,0.05049,0.83194
0.00012,0.03473,3.38408,0.01704,2.12970,0.57557,0.00017,0.05079,0.83674
0.00012,0.03514,3.39662,0.01710,2.13771,0.58230,0.00017,0.05109,0.84151
0.00012,0.03555,3.40915,0.01717,2.14572,0.58906,0.00017,0.05139,0.84627
0.00012,0.03597,3.42169,0.01723,2.15372,0.59587,0.00017,0.05168,0.85100
0.00012,0.03638,3.43422,0.01729,2.16173,0.60271,0.00017,0.05197,0.85572
0.00012,0.03680,3.44675,0.01736,2.16974,0.60959,0.00017,0.05227,0.86041
0.00012,0.03722,3.45928,0.01742,2.17774,0.61650,0.00018,0.05256,0.86508
0.00013,0.03764,3.47181,0.01749,2.18575,0.62345,0.00018,0.05285,0.86972
0.00013,0.03807,3.48433,0.01755,2.19376,0.63044,0.00018,0.05313,0.87434
0.00013,0.03849,3.49686,0.01761,2.20176,0.63747,0.00018,0.05342,0.87894
0.00013,0.03892,3.50938,0.01768,2.20977,0.64454,0.00018,0.05371,0.88352
0.00013,0.03935,3.52190,0.01774,2.21777,0.65164,0.00018,0.05399,0.88807
0.00013,0.03979,3.53442,0.01781,2.22578,0.65878,0.00018,0.05427,0.89260
0.00013,0.04022,3.54694,0.01787,2.23379,0.66595,0.00018,0.05456,0.89710
0.00014,0.04066,3.55946,0.01793,2.24179,0.67316,0.00018,0.05484,0.90158
0.00014,0.04110,3.57197,0.01800,2.24980,0.68041,0.00018,0.05512,0.90604
0.00014,0.04155,3.58449,0.01806,2.25781,0.68769,0.00018,0.05539,0.91047
0.00014,0.04199,3.59700,0.01813,2.26581,0.69501,0.00019,0.05567,0.91488
0.00014,0.04244,3.60951,0.01819,2.27382,0.70236,0.00019,0.05595,0.91926
0.00014,0.04289,3.62202,0.01825,2.28183,0.70975,0.00019,0.05622,0.92362
0.00014,0.04334,3.63453,0.01832,2.28983,0.71717,0.00019,0.05649,0.92795
0.00015,0.04379,3.64703,0.01838,2.29784,0.72463,0.00019,0.05676,0.93226
0.00015,0.04425,3.65954,0.01845,2.30584,0.73212,0.00019,0.05703,0.93654
0.00015,0.04471,3.67204,0.01851,2.31385,0.73965,0.00019,0.05730,0.94080
0.00015,0.04517,3.68455,0.01857,2.32186,0.74721,0.00019,0.05757,0.94503
0.00015,0.04563,3.69705,0.01864,2.32986,0.75481,0.00019,0.05783,0.94924
0.00015,0.04610,3.70955,0.01870,2.33787,0.76244,0.00019,0.05809,0.95342
0.00016,0.04656,3.72204,0.01877,2.34588,0.77010,0.00019,0.05836,0.95757
0.00016,0.04703,3.73454,0.01883,2.35388,0.77779,0.00020,0.05862,0.96170
0.00016,0.04750,3.74704,0.01890,2.36189,0.78552,0.00020,0.05888,0.96581
0.00016,0.04798,3.75953,0.01896,2.36990,0.79329,0.00020,0.05914,0.96989
0.00016,0.04845,3.77187,0.01902,2.37790,0.80108,0.00020,0.05914,0.96977
0.00016,0.04893,3.78436,0.01909,2.38591,0.80891,0.00020,0.05940,0.97378
0.00016,0.04941,3.79685,0.01915,2.39392,0.81677,0.00020,0.05965,0.97776
0.00017,0.04989,3.80934,0.01922,2.40192,0.82466,0.00020,0.05990,0.98171
0.00017,0.05037,3.82183,0.01928,2.40993,0.83258,0.00020,0.06015,0.98564
0.00017,0.05086,3.83431,0.01934,2.41793,0.84054,0.00020,0.06040,0.98954
0.00017,0.05135,3.84680,0.01941,2.42594,0.84853,0.00020,0.06064,0.99341
0.00017,0.05184,3.85928,0.01947,2.43395,0.85654,0.00020,0.06089,0.99726
0.00017,0.05233,3.87176,0.01954,2.44195,0.86459,0.00020,0.06113,1.00108
0.00018,0.05282,3.88424,0.01960,2.44996,0.87267,0.00020,0.06137,1.00488
0.00018,0.05332,3.89672,0.01966,2.45797,0.88078,0.00021,0.06161,1.00865
0.00018,0.05381,3.90920,0.01973,2.46597,0.88893,0.00021,0.06185,1.01239
0.00018,0.05431,3.92167,0.01979,2.47398,0.89710,0.00021,0.06209,1.01611
